name,op category,process_name,process_label,thread_name,Input Dims,Input type,Input Strides,Concrete Inputs,ex_UID,operation_count,total_duration_us,mean_duration_us,std_duration_us,GFLOPS,Data Moved (MB),FLOPS/Byte,Compute Spec,TB/s_mean,TB/s_std,TFLOPS/s_mean,TFLOPS/s_std,Kernel Time (µs)_mean,Kernel Time (µs)_std,Kernel Time (µs)_sum,duration_us_median,duration_us_min,duration_us_max,TB/s_median,TB/s_min,TB/s_max,TFLOPS/s_median,TFLOPS/s_min,TFLOPS/s_max,Kernel Time (µs)_median,Kernel Time (µs)_min,Kernel Time (µs)_max,kernel_details_summary,trunc_kernel_details,perf_params,has_perf_model,Percentage (%),Cumulative Percentage (%),enhanced_category,display_name
aten::copy_,elementwise,python,CPU,thread 166178 (python),"((8, 4096, 8, 64), (8, 4096, 8, 64), ())","('c10::BFloat16', 'c10::BFloat16', 'Scalar')","((2097152, 512, 64, 1), (512, 4096, 64, 1), ())","('', '', 'False')",181,192,1025.141,5.339276041666667,1.4261804192750356,0.016777216,64.0,0.25,vector_bf16,2.4106941108457405,0.0953943044124793,0.6026735277114351,0.0238485761031198,27.88176981608073,1.11382501712606,5353.2998046875,5.082,4.086,16.913,2.415788184847205,2.134542981176617,2.637882489578135,0.6039470462118013,0.5336357452941541,0.6594706223945338,27.779296875,25.4404296875,31.439453125,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1})', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(5353.304), 'mean_duration_us': np.float64(27.88179166666667), 'median_duration_us': np.float64(27.7795), 'std_dev_duration_us': np.float64(1.110947417716318), 'min_duration_us': np.float64(25.44), 'max_duration_us': np.float64(31.439)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::na...', 'stream': 0, 'mean_duration_us': np.float64(27.88)}]","{'op_shape': (8, 4096, 8, 64), 'dtype_in_out': ('c10::BFloat16', 'c10::BFloat16'), 'stride_input': (2097152, 512, 64, 1), 'stride_output': (512, 4096, 64, 1)}",True,0.0451025570707599,98.92739562300928,elementwise,elementwise
aten::fill_,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((94371840,), ())","('c10::BFloat16', 'Scalar')","((1,), ())","('', '0')",138091,192,1456.102,7.583864583333334,1.284299728678878,,,,,,,,,27.73250325520833,4.087310240352901,5324.640625,7.189500000000001,5.998,12.697,,,,,,,26.478515625,24.0791015625,46.119140625,"[{'name': 'void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(5324.639), 'mean_duration_us': np.float64(27.732494791666667), 'median_duration_us': np.float64(26.479), 'std_dev_duration_us': np.float64(4.076657910436301), 'min_duration_us': np.float64(24.079), 'max_duration_us': np.float64(46.119)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<8, at::native::Fi...', 'stream': 0, 'mean_duration_us': np.float64(27.73)}]",,False,0.0448610980950596,98.97225672110432,elementwise,elementwise
aten::fill_,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((32768, 2880), ())","('c10::BFloat16', 'Scalar')","((2880, 1), ())","('', '0')",138603,192,1682.951,8.765369791666666,0.9365068959719932,,,,,,,,,25.12843831380208,0.9361665037460558,4824.66015625,8.586500000000001,7.229,15.461,,,,,,,24.939453125,23.080078125,28.3603515625,"[{'name': 'void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(4824.661), 'mean_duration_us': np.float64(25.128442708333335), 'median_duration_us': np.float64(24.939500000000002), 'std_dev_duration_us': np.float64(0.9337058037560144), 'min_duration_us': np.float64(23.08), 'max_duration_us': np.float64(28.36)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<8, at::native::Fi...', 'stream': 0, 'mean_duration_us': np.float64(25.13)}]",,False,0.0406486686685745,99.01290538977292,elementwise,elementwise
aten::fill_,elementwise,python,CPU,thread 166178 (python),"((32768, 2880), ())","('c10::BFloat16', 'Scalar')","((2880, 1), ())","('', '0')",792,192,2213.296,11.527583333333332,1.995172740709563,,,,,,,,,24.91607157389323,0.735229112342402,4783.8857421875,10.925,9.964,22.191,,,,,,,24.87939453125,23.439453125,27.1591796875,"[{'name': 'void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(4783.891), 'mean_duration_us': np.float64(24.916098958333333), 'median_duration_us': np.float64(24.8795), 'std_dev_duration_us': np.float64(0.7333036941919642), 'min_duration_us': np.float64(23.439), 'max_duration_us': np.float64(27.159)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<8, at::native::Fi...', 'stream': 0, 'mean_duration_us': np.float64(24.92)}]",,False,0.0403051365660627,99.05321052633896,elementwise,elementwise
aten::copy_,elementwise,python,CPU,thread 166178 (python),"((8, 4096, 8, 64), (8, 4096, 8, 64), ())","('c10::BFloat16', 'c10::BFloat16', 'Scalar')","((2097152, 512, 64, 1), (5120, 40960, 640, 1), ())","('', '', 'False')",190,192,1035.068,5.390979166666667,1.073732053691194,0.016777216,64.0,0.25,vector_bf16,2.9572718524600066,0.125339475141376,0.7393179631150016,0.031334868785344,22.734141031901043,0.9812620197507732,4364.955078125,5.1625,3.975,13.028,2.966908210582564,2.60933614580802,3.214194421702526,0.741727052645641,0.6523340364520049,0.8035486054256314,22.619140625,20.87890625,25.71875,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1})', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(4364.96), 'mean_duration_us': np.float64(22.734166666666667), 'median_duration_us': np.float64(22.619500000000002), 'std_dev_duration_us': np.float64(0.9787230910164983), 'min_duration_us': np.float64(20.879), 'max_duration_us': np.float64(25.719)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::na...', 'stream': 0, 'mean_duration_us': np.float64(22.73)}]","{'op_shape': (8, 4096, 8, 64), 'dtype_in_out': ('c10::BFloat16', 'c10::BFloat16'), 'stride_input': (2097152, 512, 64, 1), 'stride_output': (5120, 40960, 640, 1)}",True,0.0367755669783431,99.08998609331732,elementwise,elementwise
aten::add_,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((2880, 4096), (2880, 4096), ())","('float', 'c10::BFloat16', 'Scalar')","((4096, 1), (4096, 1), ())","('', '', '1')",138795,192,1593.985,8.302005208333332,0.8898609603575959,0.01179648,112.5,0.1,vector_fp32,5.464611183041709,0.3141856156087449,0.5464611183041709,0.0314185615608744,21.65899658203125,1.26254182593708,4158.52734375,8.181,7.02,17.905,5.461432100551587,4.537107692307693,6.383889398583658,0.5461432100551588,0.4537107692307692,0.6383889398583659,21.599609375,18.478515625,26.0,"[{'name': 'void at::native::vectorized_templated_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1>, float, float, c10::BFloat16>(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>, TrivialOffsetCalculator<2, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<2>, at::native::memory::StoreWithCast<1>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(4158.537), 'mean_duration_us': np.float64(21.659046875), 'median_duration_us': np.float64(21.6), 'std_dev_duration_us': np.float64(1.2592716326026465), 'min_duration_us': np.float64(18.479), 'max_duration_us': np.float64(26.0)}]","[{'name': 'void at::native::vectorized_templated_elementwise_kernel<4, at::...', 'stream': 0, 'mean_duration_us': np.float64(21.66)}]","{'shape_in1': (2880, 4096), 'shape_in2': (2880, 4096), 'dtype_in1_in2_out': ('float', 'c10::BFloat16', None), 'stride_input1': (4096, 1), 'stride_input2': (4096, 1), 'stride_output': None}",True,0.0350363745156897,99.125022467833,elementwise,elementwise
aten::fill_,elementwise,python,CPU,thread 166178 (python),"((32768, 32), ())","('c10::BFloat16', 'Scalar')","((32, 1), ())","('', '0')",284,576,3270.228,5.677479166666667,1.4485783193846662,,,,,,,,,5.831190321180555,0.6555411960444373,3358.765625,5.2825,3.825,22.341,,,,,,,5.8388671875,4.8798828125,13.279296875,"[{'name': 'void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)', 'stream': 0, 'count': 576, 'total_duration_us': np.float64(3358.736), 'mean_duration_us': np.float64(5.831138888888889), 'median_duration_us': np.float64(5.839), 'std_dev_duration_us': np.float64(0.65499082490511), 'min_duration_us': np.float64(4.88), 'max_duration_us': np.float64(13.279)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<8, at::native::Fi...', 'stream': 0, 'mean_duration_us': np.float64(5.83)}]",,False,0.0282982317105089,99.18299762605012,elementwise,elementwise
aten::fill_,elementwise,python,CPU,thread 166178 (python),"((32768, 32), ())","('bool', 'Scalar')","((32, 1), ())","('', '0')",399,192,1451.836,7.561645833333333,1.5172582221404176,,,,,,,,,15.065984090169271,1.392011165334536,2892.6689453125,7.0495,5.438,13.288,,,,,,,15.1796875,10.0390625,21.2392578125,"[{'name': 'void at::native::vectorized_elementwise_kernel<16, at::native::FillFunctor<bool>, std::array<char*, 1ul> >(int, at::native::FillFunctor<bool>, std::array<char*, 1ul>)', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(2892.674), 'mean_duration_us': np.float64(15.066010416666666), 'median_duration_us': np.float64(15.1795), 'std_dev_duration_us': np.float64(1.3883886605731695), 'min_duration_us': np.float64(10.039), 'max_duration_us': np.float64(21.239)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<16, at::native::F...', 'stream': 0, 'mean_duration_us': np.float64(15.07)}]",,False,0.024371279575736,99.23440930778554,elementwise,elementwise
aten::copy_,elementwise,python,CPU,thread 166178 (python),"((32768, 32), (32768, 32), ())","('int', 'c10::BFloat16', 'Scalar')","((32, 1), (32, 1), ())","('', '', 'False')",298,384,2129.714,5.5461302083333335,1.1758214366504134,0.001048576,,,,,,0.1436923328373748,0.0107913529644818,7.347442626953125,0.6888839689148354,2821.41796875,5.277,3.665,13.168,,,,0.1440490775422591,0.0787258467629591,0.1659313589862463,7.279296875,6.3193359375,13.3193359375,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#3}::operator()() const::{lambda(int)#1} const&)::{lambda(int, bool)#1})', 'stream': 0, 'count': 384, 'total_duration_us': np.float64(2821.4390000000003), 'mean_duration_us': np.float64(7.347497395833334), 'median_duration_us': np.float64(7.279), 'std_dev_duration_us': np.float64(0.68799121844678), 'min_duration_us': np.float64(6.319), 'max_duration_us': np.float64(13.319)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 4, at::na...', 'stream': 0, 'mean_duration_us': np.float64(7.35)}]","{'op_shape': (32768, 32), 'dtype_in_out': ('int', 'c10::BFloat16'), 'stride_input': (32, 1), 'stride_output': (32, 1)}",True,0.0237709767057298,99.25818028449127,elementwise,elementwise
aten::mul_,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((49766400,), ())","('float', 'double')","((1,), ())","('', '')",288017,48,344.23900000000003,7.171645833333334,1.2621760083888784,0.0497664,379.6875076293945,0.1249999974882652,vector_fp32,7.222039613095741,0.0466077374592199,0.9027549334971195,0.0058259670653362,55.1295166015625,0.3581626762863112,2646.216796875,7.1595,5.467,10.595,7.233483383758273,7.079240080432027,7.297314330063721,0.9041854048011924,0.8849049922728299,0.9121642729290472,55.0400390625,54.55859375,56.2392578125,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 2ul>)', 'stream': 0, 'count': 48, 'total_duration_us': np.float64(2646.2169999999996), 'mean_duration_us': np.float64(55.12952083333332), 'median_duration_us': np.float64(55.04), 'std_dev_duration_us': np.float64(0.35433247038053434), 'min_duration_us': np.float64(54.559), 'max_duration_us': np.float64(56.239)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::AU...', 'stream': 0, 'mean_duration_us': np.float64(55.13)}]","{'shape_in1': (49766400,), 'shape_in2': (), 'dtype_in1_in2_out': ('float', 'double', None), 'stride_input1': (1,), 'stride_input2': (), 'stride_output': None}",True,0.0222948739015422,99.30397047347992,elementwise,elementwise
aten::copy_,elementwise,python,CPU,thread 166178 (python),"((32768, 32), (32768, 32), ())","('bool', 'int', 'Scalar')","((32, 1), (32, 1), ())","('', '', 'False')",305,384,2038.222,5.307869791666667,0.8419795918738593,0.001048576,,,,,,0.1577952514326582,0.0298015881042435,6.88671366373698,1.298656529367071,2644.498046875,5.207,3.825,9.383,,,,0.145651359739555,0.0956818592051327,0.2131709001389716,7.19921875,4.9189453125,10.958984375,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#11}::operator()() const::{lambda(bool)#1} const&)::{lambda(int, bool)#1})', 'stream': 0, 'count': 384, 'total_duration_us': np.float64(2644.5200000000004), 'mean_duration_us': np.float64(6.886770833333334), 'median_duration_us': np.float64(7.199), 'std_dev_duration_us': np.float64(1.2970429869447808), 'min_duration_us': np.float64(4.919), 'max_duration_us': np.float64(10.959)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 4, at::na...', 'stream': 0, 'mean_duration_us': np.float64(6.89)}]","{'op_shape': (32768, 32), 'dtype_in_out': ('bool', 'int'), 'stride_input': (32, 1), 'stride_output': (32, 1)}",True,0.0222803931097327,99.32625086658966,elementwise,elementwise
aten::mul,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((32768, 32), (32768, 32))","('float', 'float')","((32, 1), (32, 1))","('', '')",138685,384,2538.215,6.609934895833334,1.2713055719885673,0.001048576,12.0,0.0833333333333333,vector_fp32,1.949827617225976,0.454772066533258,0.1624856347688313,0.0378976722111048,6.842519124348958,1.723228340186765,2627.52734375,6.448499999999999,4.626,23.352,2.0363551379614515,1.1038209447442815,2.996488811162791,0.1696962614967876,0.0919850787286901,0.2497074009302325,6.17919921875,4.19921875,11.3994140625,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> >, std::array<char*, 3ul>)', 'stream': 0, 'count': 384, 'total_duration_us': np.float64(2627.548), 'mean_duration_us': np.float64(6.842572916666666), 'median_duration_us': np.float64(6.179), 'std_dev_duration_us': np.float64(1.720926886549753), 'min_duration_us': np.float64(4.199), 'max_duration_us': np.float64(11.399)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Bi...', 'stream': 0, 'mean_duration_us': np.float64(6.84)}]","{'shape_in1': (32768, 32), 'shape_in2': (32768, 32), 'dtype_in1_in2_out': ('float', 'float', None), 'stride_input1': (32, 1), 'stride_input2': (32, 1), 'stride_output': None}",True,0.0221374117460594,99.34838827833572,elementwise,elementwise
aten::copy_,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((32768, 32), (32768, 32), ())","('c10::BFloat16', 'float', 'Scalar')","((32, 1), (32, 1), ())","('', '', 'False')",138692,384,2024.429,5.271950520833333,0.8459119664519905,0.001048576,6.0,0.1666666666666666,vector_bf16,1.0023137581518204,0.2599887501887727,0.1670522930253034,0.0433314583647954,6.732460021972656,1.823659369127599,2585.2646484375,5.202500000000001,3.895,9.323,1.048661347224483,0.5443098127745861,1.5576525493230176,0.1747768912040805,0.0907183021290976,0.2596087582205029,5.99951171875,4.0390625,11.55859375,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)', 'stream': 0, 'count': 384, 'total_duration_us': np.float64(2585.2889999999998), 'mean_duration_us': np.float64(6.732523437499999), 'median_duration_us': np.float64(5.999499999999999), 'std_dev_duration_us': np.float64(1.8212798025680594), 'min_duration_us': np.float64(4.039), 'max_duration_us': np.float64(11.559)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bf...', 'stream': 0, 'mean_duration_us': np.float64(6.73)}]","{'op_shape': (32768, 32), 'dtype_in_out': ('c10::BFloat16', 'float'), 'stride_input': (32, 1), 'stride_output': (32, 1)}",True,0.0217813405942761,99.37016961893,elementwise,elementwise
aten::copy_,elementwise,python,CPU,thread 166178 (python),"((32768, 32), (32768, 32), ())","('float', 'c10::BFloat16', 'Scalar')","((32, 1), (32, 1), ())","('', '', 'False')",267,384,2629.234,6.846963541666667,1.8853624437649192,0.001048576,6.0,0.1666666666666666,vector_fp32,1.114884349396344,0.0952693900471157,0.185814058232724,0.0158782316745192,5.689369201660156,0.5454433739772354,2184.7177734375,6.999499999999999,4.096,14.63,1.148386977540107,0.823632184096139,1.2895218062449962,0.1913978295900178,0.1372720306826898,0.2149203010408326,5.478515625,4.87890625,7.638671875,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bfloat16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16tofloat32_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(c10::BFloat16)#1}, std::array<char*, 2ul>)', 'stream': 0, 'count': 384, 'total_duration_us': np.float64(2184.679), 'mean_duration_us': np.float64(5.689268229166667), 'median_duration_us': np.float64(5.479), 'std_dev_duration_us': np.float64(0.5447981644905577), 'min_duration_us': np.float64(4.879), 'max_duration_us': np.float64(7.639)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bf...', 'stream': 0, 'mean_duration_us': np.float64(5.69)}]","{'op_shape': (32768, 32), 'dtype_in_out': ('float', 'c10::BFloat16'), 'stride_input': (32, 1), 'stride_output': (32, 1)}",True,0.0184066578848595,99.42671203444112,elementwise,elementwise
aten::mul,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((256,), (256,))","('float', 'long int')","((0,), (1,))","('', '')",138664,192,1558.541,8.117401041666666,1.5629506631676802,2.56e-07,0.0048828125,0.05,vector_fp32,0.0005192676856358,5.512040949114763e-05,2.596338428179342e-05,2.7560204745573823e-06,9.972264607747396,1.0691877773648644,1914.6748046875,7.8505,6.038,24.413,0.0005161839125726,0.0003879017460787,0.000627514063435,2.5809195628630502e-05,1.939508730393608e-05,3.137570317175344e-05,9.9189453125,8.1591796875,13.19921875,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int, bool)#2}>(int, at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float> > const&)::{lambda(int, bool)#2})', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1914.677), 'mean_duration_us': np.float64(9.972276041666666), 'median_duration_us': np.float64(9.919), 'std_dev_duration_us': np.float64(1.0662624275599315), 'min_duration_us': np.float64(8.159), 'max_duration_us': np.float64(13.199)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 4, at::na...', 'stream': 0, 'mean_duration_us': np.float64(9.97)}]","{'shape_in1': (256,), 'shape_in2': (256,), 'dtype_in1_in2_out': ('float', 'long int', None), 'stride_input1': (0,), 'stride_input2': (1,), 'stride_output': None}",True,0.0161314951153581,99.4596477726395,elementwise,elementwise
aten::copy_,elementwise,python,CPU,thread 166178 (python),"((16588800,), (16588800,), ())","('c10::BFloat16', 'float', 'Scalar')","((1,), (1,), ())","('', '', 'False')",137073,96,484.894,5.050979166666667,0.4500927384946507,0.0165888,94.921875,0.1666666666666666,vector_bf16,5.320500328538173,0.190411733496075,0.8867500547563621,0.0317352889160124,18.731699625651043,0.6864155259881026,1798.2431640625,5.002,4.186,6.218,5.374760702420502,4.73987756127052,5.668608854282536,0.8957934504034171,0.7899795935450866,0.9447681423804228,18.5185546875,17.55859375,20.9990234375,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda(float)#1}, std::array<char*, 2ul>)', 'stream': 0, 'count': 96, 'total_duration_us': np.float64(1798.241), 'mean_duration_us': np.float64(18.731677083333334), 'median_duration_us': np.float64(18.519), 'std_dev_duration_us': np.float64(0.6828630672700736), 'min_duration_us': np.float64(17.559), 'max_duration_us': np.float64(20.999)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::bf...', 'stream': 0, 'mean_duration_us': np.float64(18.73)}]","{'op_shape': (16588800,), 'dtype_in_out': ('c10::BFloat16', 'float'), 'stride_input': (1,), 'stride_output': (1,)}",True,0.015150536658383,99.47479830929788,elementwise,elementwise
aten::gather,elementwise,python,CPU,thread 166796 (pt_autograd_0),"((32768, 32), (), (32768, 4), ())","('c10::BFloat16', 'Scalar', 'long int', 'Scalar')","((1, 32768), (), (4, 1), ())","('', '1', '', 'False')",138696,192,2415.41,12.580260416666668,4.248873780548474,,,,,,,,,8.764073689778646,1.3811591562926564,1682.7021484375,11.626,9.463,44.942,,,,,,,8.439453125,6.6787109375,11.3994140625,"[{'name': 'void at::native::_scatter_gather_elementwise_kernel<256, 4, at::native::_cuda_scatter_gather_internal_kernel<false, at::native::OpaqueType<2>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1}>(int, at::native::_cuda_scatter_gather_internal_kernel<false, at::native::OpaqueType<2>, long>::operator()<at::native::TensorAssign>(at::TensorIterator&, long, long, long, at::native::TensorAssign const&)::{lambda(int)#1})', 'stream': 0, 'count': 192, 'total_duration_us': np.float64(1682.698), 'mean_duration_us': np.float64(8.764052083333334), 'median_duration_us': np.float64(8.439), 'std_dev_duration_us': np.float64(1.3775141966131093), 'min_duration_us': np.float64(6.679), 'max_duration_us': np.float64(11.399)}]","[{'name': 'void at::native::_scatter_gather_elementwise_kernel<256, 4, at::...', 'stream': 0, 'mean_duration_us': np.float64(8.76)}]",,False,0.0141770818844365,99.48897539118232,elementwise,elementwise
